workunit,workunit_id,project,project_id,collect_start,collect_end,ql,spec,p_method,dem_gsd_meters,horiz_crs,vert_crs,geoid,lpc_pub_date,lpc_update,lpc_category,lpc_reason,sourcedem_pub_date,sourcedem_update,sourcedem_category,sourcedem_reason,onemeter_category,onemeter_reason,seamless_category,seamless_reason,lpc_link,sourcedem_link,metadata_link
MT_SAGEGROUSE_2010,-1469,MT_SAGEGROUSE_2010_Legacy_Data,-14690,2010/08/29,2010/09/15,Other,Other,linear-mode lidar,3,"26912","6360",GEOID09,2012/08/20,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/MT_SAGEGROUSE_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/MT_SAGEGROUSE_2010
ARRA_CA_CENTRALCOAST_Z3_2010,-1087,ARRA_CA_CENTRALCOAST_Z3_2010_Legacy_Data,-10870,2010/09/01,2010/09/19,Other,Other,linear-mode lidar,3,"2227","6360",GEOID03,2012/05/16,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ARRA_CA_CENTRALCOAST_Z3_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ARRA-CA_CENTRALCOAST-Z3_2010
IL_WABASHRIVER_2010,-1299,IL_WABASHRIVER_2010_Legacy_Data,-12990,2010/09/01,2010/12/01,Other,Other,linear-mode lidar,3,"26916","5703",GEOID09,2012/10/29,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/IL_WABASHRIVER_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/IL_WABASHRIVER_2010
IL_SALINERIVER_2010,-1297,IL_SALINERIVER_2010_Legacy_Data,-12970,2010/09/01,2010/12/01,Other,Other,linear-mode lidar,3,"26916",Unknown,GEOID09,2012/10/29,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/IL_SALINERIVER_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/IL_SALINERIVER_2010
CO_ARKANSASVALLEY_2010,-1175,CO_ARKANSASVALLEY_2010_Legacy_Data,-11750,2010/09/09,2010/10/28,Other,Other,linear-mode lidar,3,"26913","5703",GEOID09,2012/08/10,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CO_ARKANSASVALLEY_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CO_ARKANSASVALLEY_2010
OR_KLAMATH_2010,-1532,OR_KLAMATH_2010_Legacy_Data,-15320,2010/09/14,2010/10/18,Other,Other,linear-mode lidar,3,"2992","6360",GEOID03,2012/08/23,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/OR_KLAMATH_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/OR_KLAMATH_2010
ID_LAUNDRY_CHINA_OSIER_2010,2678,Idaho_Counties_LiDAR_Legacy_Data,2655,2010/09/27,2010/09/29,Other,Other,linear-mode lidar,3,"26911","5703",GEOID03,2013/05/07,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ID_LAUNDRY_CHINA_OSIER_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ID_LAUNDRY-CHINA-OSIER_2010
ID_Clearwater_d1_2010,2728,Clearwater_NF_USFS_LiDAR,2730,2010/09/27,2010/09/29,QL 2,Draft Version 13,linear-mode lidar,1,"26911","5703",GEOID03,2015/10/13,,Meets with variance,LPC meets v1.0 or draft LBS,2015/10/08,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Clearwater_NF_USFS_LiDAR/ID_Clearwater_d1_2010,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Clearwater_NF_USFS_LiDAR/ID_Clearwater-d1_2010,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Clearwater_NF_USFS_LiDAR/ID_Clearwater-d1_2010
ID_WALDEPLACERPETEKING_2010,2696,Idaho_Counties_LiDAR_Legacy_Data,2655,2010/09/27,2010/09/29,Other,Other,linear-mode lidar,3,"26911","5703",GEOID03,2013/05/21,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ID_WALDEPLACERPETEKING_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ID_WALDEPLACERPETEKING_2010
ARRA_OR_SANDYRIVER_2010,-1121,ARRA_OR_SANDYRIVER_2010_Legacy_Data,-11210,2010/09/30,2010/10/05,Other,Other,linear-mode lidar,3,"2992","6360",GEOID03,2012/07/24,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ARRA_OR_SANDYRIVER_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ARRA-OR_SANDYRIVER_2010
AK_NOMECREEK_2010,-1066,AK_NOMECREEK_2010_Legacy_Data,-10660,2010/10/05,2010/10/05,Other,Other,linear-mode lidar,3,"26906","5703",GEOID06,2012/10/12,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/AK_NOMECREEK_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/AK_NOMECREEK_2010
ARRA_WA_PIERCECO_2010,-1132,ARRA_WA_PIERCECO_2010_Legacy_Data,-11320,2010/10/19,2011/09/06,Other,Other,linear-mode lidar,3,"26910","6360",GEOID09,2014/08/18,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ARRA_WA_PIERCECO_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ARRA-WA_PIERCECO_2010
ARRA_AK_EKLUNTAGLACIER_2010,-1084,ARRA_AK_EKLUNTAGLACIER_2010_Legacy_Data,-10840,2010/10/23,2010/10/29,Other,Other,linear-mode lidar,3,"26906","5703",GEOID09,2012/04/23,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ARRA_AK_EKLUNTAGLACIER_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ARRA-AK_EKLUNTAGLACIER_2010
ARRA_LFTNE_MAINE_2010,-1108,ARRA_LFTNE_MAINE_2010_Legacy_Data,-11080,2010/10/24,2011/11/07,Other,Other,linear-mode lidar,3,"26919","5703",GEOID09,2012/06/28,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/ARRA_LFTNE_MAINE_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/ARRA-LFTNE_MAINE_2010
OR_OLC_EAGLEPOINT_2010,-1540,OR_OLC_EAGLEPOINT_2010_Legacy_Data,-15400,2010/10/29,2010/11/04,Other,Other,linear-mode lidar,3,"26910","5703",GEOID03,2012/08/30,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/OR_OLC_EAGLEPOINT_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/OR_OLC-EAGLEPOINT_2010
SD_JAMES_RIVER_NRCS_F_2010,-1611,SD_JAMES_RIVER_NRCS_F_2010_Legacy_Data,-16110,2010/11/02,2011/05/26,Other,Other,linear-mode lidar,3,"26914","5703",GEOID03,2013/02/11,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/SD_JAMES_RIVER_NRCS_F_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/SD_JAMES_RIVER_NRCS_F_2010
SD_JAMES_RIVER_NRCS_G_2010,-1612,SD_JAMES_RIVER_NRCS_G_2010_Legacy_Data,-16120,2010/11/06,2010/11/08,Other,Other,linear-mode lidar,3,"26914","5703",GEOID03,2013/02/11,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/SD_JAMES_RIVER_NRCS_G_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/SD_JAMES_RIVER_NRCS_G_2010
OR_OLC_KLAMATHRIVER_2010,-1543,OR_OLC_KLAMATHRIVER_2010_Legacy_Data,-15430,2010/11/06,2011/05/30,Other,Other,linear-mode lidar,3,"26910","5703",GEOID03,2012/08/31,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/OR_OLC_KLAMATHRIVER_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/OR_OLC-KLAMATHRIVER_2010
SD_JAMES_RIVER_NRCS_H_2010,-1613,SD_JAMES_RIVER_NRCS_H_2010_Legacy_Data,-16130,2010/11/08,2010/11/20,Other,Other,linear-mode lidar,3,"26914","5703",GEOID03,2013/02/12,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/SD_JAMES_RIVER_NRCS_H_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/SD_JAMES_RIVER_NRCS_H_2010
CA_SALTONSEA_2010,-1155,CA_SALTONSEA_2010_Legacy_Data,-11550,2010/11/09,2011/02/11,Other,Other,linear-mode lidar,3,"26911","5703",GEOID09,2012/07/16,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/CA_SALTONSEA_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/CA_SALTONSEA_2010
KS_NF_Nin_Sub_2011,11330,NRCS_NorthForkNinnescahSubbasin,11332,2010/11/15,2010/12/03,QL 2,Draft Version 13,linear-mode lidar,1,"26914","6360",Unknown,2016/07/07,,Meets with variance,LPC meets v1.0 or draft LBS,2016/07/08,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/NRCS_NorthForkNinnescahSubbasin/KS_NF_Nin_Sub_2011,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/NRCS_NorthForkNinnescahSubbasin/KS_NF-Nin-Sub_2011,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/NRCS_NorthForkNinnescahSubbasin/KS_NF-Nin-Sub_2011
NE_CUMINGCO_2010,-1479,NE_CUMINGCO_2010_Legacy_Data,-14790,2010/11/18,2010/12/06,Other,Other,linear-mode lidar,,"26914",Unknown,GEOID09,2012/08/22,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/NE_CUMINGCO_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/NE_CUMINGCO_2010
MI_LAKEERIE_UTM17_2010,-1414,MI_LAKEERIE_UTM17_2010_Legacy_Data,-14140,2010/11/19,2010/11/28,Other,Other,linear-mode lidar,3,"26917","5703",GEOID09,2013/07/30,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/MI_LAKEERIE_UTM17_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/MI_LAKEERIE_UTM17_2010
MI_LAKEERIE_UTM16_2010,-1413,MI_LAKEERIE_UTM16_2010_Legacy_Data,-14130,2010/11/19,2010/11/28,Other,Other,linear-mode lidar,3,"26916","5703",GEOID09,2013/07/30,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/MI_LAKEERIE_UTM16_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/MI_LAKEERIE_UTM16_2010
SD_JAMES_RIVER_NRCS_I_2010,-1614,SD_JAMES_RIVER_NRCS_I_2010_Legacy_Data,-16140,2010/11/19,2010/11/20,Other,Other,linear-mode lidar,3,"26914","5703",GEOID03,2013/02/12,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/SD_JAMES_RIVER_NRCS_I_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/SD_JAMES_RIVER_NRCS_I_2010
IN_LAKEERIE_2010,-1303,IN_LAKEERIE_2010_Legacy_Data,-13030,2010/11/23,2010/11/28,Other,Other,linear-mode lidar,3,"26916",Unknown,GEOID09,2012/08/13,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/IN_LAKEERIE_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/IN_LAKEERIE_2010
SD_JAMES_RIVER_NRCS_J_2010,-1615,SD_JAMES_RIVER_NRCS_J_2010_Legacy_Data,-16150,2010/11/27,2010/11/28,Other,Other,linear-mode lidar,3,"26914","5703",GEOID03,2013/02/13,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/SD_JAMES_RIVER_NRCS_J_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/SD_JAMES_RIVER_NRCS_J_2010
LA_ATCHAFALAYABASIN_2010,-1391,LA_ATCHAFALAYABASIN_2010_Legacy_Data,-13910,2010/12/02,2010/12/07,Other,Other,linear-mode lidar,3,"26915","5703",GEOID09,2012/08/15,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/LA_ATCHAFALAYABASIN_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/LA_ATCHAFALAYABASIN_2010
OK_GRANDLAKE_2010,425,Grand_Lake_OK_LiDAR_Products_Legacy_Data,424,2010/12/03,2010/12/29,Other,Other,linear-mode lidar,3,"2911",Unknown,GEOID03,2012/09/04,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/OK_GRANDLAKE_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/OK_GRANDLAKE_2010
AL_TRICOUNTY_2010,2651,Alabama_Counties_LiDAR_Legacy_Data,2641,2010/12/06,2011/02/13,Other,Other,linear-mode lidar,3,"26916",Unknown,GEOID09,2013/05/08,,Does not meet,LPC predates v.1.0 or draft LBS,,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/legacy/AL_TRICOUNTY_2010,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/legacy/AL_TRICOUNTY_2010
IL_District7_Crawford_2014,62657,Contributed_ILDOT_District_7_QL3,26345,2010/12/07,2011/04/14,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,,"3443","6360",GEOID09,2017/12/12,,Does not meet,Point density < 2 ppsm,2017/08/11,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Crawford_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Crawford_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Contributed_ILDOT_District_7_QL3/IL_District7-Crawford_2014
IL_Jasper_2014,62672,Contributed_ILDOT_District_7_QL3,26345,2010/12/07,2011/04/14,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,0.762,"3443","6360",GEOID09,2017/12/05,,Does not meet,Point density < 2 ppsm,2017/07/28,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Contributed_ILDOT_District_7_QL3/IL_Jasper_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Contributed_ILDOT_District_7_QL3/IL_Jasper_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Contributed_ILDOT_District_7_QL3/IL_Jasper_2014
IL_District7_Lawrence_2014,62675,Contributed_ILDOT_District_7_QL3,26345,2010/12/07,2011/04/14,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,,"3443","6360",GEOID09,2017/12/12,,Does not meet,Point density < 2 ppsm,2017/08/03,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Lawrence_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Lawrence_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Contributed_ILDOT_District_7_QL3/IL_District7_Lawrence_2014
IL_District7_Cumberland_2014,62660,Contributed_ILDOT_District_7_QL3,26345,2010/12/07,2011/04/14,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,,"3443","6360",GEOID09,2017/11/09,,Does not meet,Point density < 2 ppsm,2017/08/16,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Cumberland_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Cumberland_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Contributed_ILDOT_District_7_QL3/IL_District7-Cumberland_2014
IL_District7_Fayette_2014,62669,Contributed_ILDOT_District_7_QL3,26345,2010/12/07,2011/04/14,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,,"3443","6360",GEOID09,2017/12/14,,Does not meet,Point density < 2 ppsm,2017/08/30,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Fayette_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Fayette_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Contributed_ILDOT_District_7_QL3/IL_District7-Fayette_2014
IL_District7_Effingham_2014,62666,Contributed_ILDOT_District_7_QL3,26345,2010/12/07,2011/04/14,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,,"3443","6360",GEOID09,2017/12/12,,Does not meet,Point density < 2 ppsm,2017/08/08,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Effingham_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Effingham_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Contributed_ILDOT_District_7_QL3/IL_District7-Effingham_2014
IL_District7_Clark_2014,26343,Contributed_ILDOT_District_7_QL3,26345,2010/12/07,2011/04/14,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,,"3443","6360",GEOID09,2017/07/09,,Does not meet,Point density < 2 ppsm,2017/08/23,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Clark_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Clark_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Contributed_ILDOT_District_7_QL3/IL_District7-Clark_2014
IL_District7_Richland_2014,62684,Contributed_ILDOT_District_7_QL3,26345,2010/12/07,2011/04/14,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,,"3443","6360",GEOID09,2017/12/13,,Does not meet,Point density < 2 ppsm,2017/08/01,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Richland_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Contributed_ILDOT_District_7_QL3/IL_District7_Richland_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Contributed_ILDOT_District_7_QL3/IL_District7-Richland_2014
